REPORT_ID | CAUSE_IDENTIFIER | OPERATOR_CODE | OPERATOR_NAME | INCIDENT_ADDRESS | INCIDENT_CITY | INCIDENT_COUNTY | INCIDENT_STATE | ZIP_CODE | INCIDENT_DATE | DETECTION_TIME | ORIGIN_LEAK | ORIGIN_LEAK_OTHER |Fatalities Count|Injuries count| EMPLOYEE_FATALITIES | EMPLOYEE_INJURIES | NON_EMPLOYEE_FATALITIES | NON_EMPLOYEE_INJURIES | GAS_IGNITED | EXPLOSION_OCCURED | SECONDARY_EXPLOSIONS_FIRE | DISTANCE_SEWER_STORM_CONT | DISTANCE_SEWER_STORM_IMPA | DISTANCE_SEWER_OTHER_CONT | DISTANCE_SEWER_OTHER_IMPA | DISTANCE_WATER_CONTR | DISTANCE_WATER_IMPAIRED | LOCATION_LEAK | LOCATION_LEAK_OTHER | COVER_DEPTH | SOIL_INFORMATION | SOIL_TEMPERATURE | REPORTED_BY | REPORTED_BY_OTHER | MATERIAL_LEAKED_D | MATERIAL_LEAKED_D_OTHER | LOCATION_CORROSION | DESCRIPTION_CORROSION | CAUSE_CORROSION | CAUSE_CORROSION_OTHER | PH_SOIL | SOIL_RESISTIVITY | SOIL_TEST_YEAR | PIPE_SOIL_POTENTIAL_1 | PIPE_SOIL_POTENTIAL_2 | CAUSE_LEAK | CAUSE_LEAK_OTHER 
1710670|DAMAGE BY OUTSIDE FORCES            |594|ARIZONA PUBLIC SERVICE CO                         |                                        |PHOENIX                  |MARICOPA                 |AZ|85041|19820610|330|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|OTHER                |FIRE DEPT |OTHER       |ALUMINUM                 |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |                         
1740450|OTHER                               |22182|WASHINGTON GAS LIGHT COMPANY                      |                                        |ARLINGTON                |ARLINGTON                |VA|22209|19820610|908|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |68|SOIL|72|OPERATOR PERSONNEL   |          |STEEL       |RET/ABAND                |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1750651|DAMAGE BY OUTSIDE FORCES            |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |SANTA ANA                |ORANGE                   |CA|92701|19820610|1005|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |42|SOIL|60|AGENCY CAUSING DAMAGE|          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1760036|CONSTRUCTION DEFECT/MATERIAL FAILURE|15952|PUBLIC SERVICE ELECTRIC AND GA                    |                                        |BLOOMFIELD               |ESSEX                    |NJ|7003|19820610|1021|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |60|SOIL|45|CUSTOMER             |          |CAST IRON   |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1770215|DAMAGE BY OUTSIDE FORCES            |15469|PHILADELPHIA GAS WORKS                            |                                        |PHILADELPHIA             |PHILADELPHIA             |PA|19148|19820610|1110|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |42|SOIL|33|POLICE               |          |CAST IRON   |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EARTH MOVEMENT                        |                         
1770509|DAMAGE BY OUTSIDE FORCES            |792|ATLANTA GAS LIGHT COMPANY                         |                                        |MARIETTA                 |COBB                     |GA|30060|19820610|1125|OTHER                 |                         |0|0|0|0|0|0|YES|NO |YES|0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|OTHER                |FIRE DEPT |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1780266|DAMAGE BY OUTSIDE FORCES            |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |HACIENDA HEIGHTS         |LOS ANGELES              |CA|91745|19820610|1200|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (UNPAVED)  |                         |35|    |65|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1792061|DAMAGE BY OUTSIDE FORCES            |12552|MINNESOTA GAS COMPANY                             |                                        |BLOOMINGTON              |HENNEPIN                 |MN|55438|19820610|1420|BASE MATERIAL FRACTURE|                         |0|1|0|1|0|0|YES|NO |NO |0|0|0|0|0|0|NO DATA               |                         |30|    |0|OPERATOR PERSONNEL   |          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1710015|DAMAGE BY OUTSIDE FORCES            |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |VERNON                   |LOS ANGELES              |CA|90058|19820611|133|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |37|SOIL|68|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1710685|DAMAGE BY OUTSIDE FORCES            |8040|ILLINOIS POWER CO                                 |                                        |PERU                     |LA SALLE                 |IL|61354|19820611|330|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |42|SOIL|65|AGENCY CAUSING DAMAGE|          |CAST IRON   |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1720743|OTHER                               |1800|BROOKLYN UNION GAS CO                             |                                        |NEW YORK -RICHMOND       |RICHMOND                 |NY|10314|19820611|703|OTHER                 |                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |36|SOIL|58|OTHER                |FIRE DEPT |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1730604|OTHER                               |13420|NEW YORK STATE ELECTRIC & GAS                     |                                        |ELMIRA                   |CHEMUNG                  |NY|14902|19820611|825|OTHER                 |                         |0|1|0|1|0|0|YES|NO |NO |0|0|0|0|0|0|BELOW OTHER PAVED AREA|                         |0|    |0|AGENCY CAUSING DAMAGE|          |OTHER       |NON-METAL                |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1820270|CONSTRUCTION DEFECT/MATERIAL FAILURE|2200|CENTRAL ILLINOIS LIGHT CO                         |2805 N. PROSPECT                        |PEORIA                   |PEORIA                   |IL|61603|19820611|1720|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW WATER           |                         |48|SOIL|35|CUSTOMER             |          |CAST IRON   |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1770152|OTHER                               |11800|LOUISIANA GAS SERVICE CO                          |                                        |BIENVILLE                |BIENVILLE                |LA|71008|19820612|1102|OTHER                 |                         |5|0|0|0|5|0|YES|NO |YES|0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|OPERATOR PERSONNEL   |          |DUCTILE IRON|                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1710897|CORROSION                           |22182|WASHINGTON GAS LIGHT COMPANY                      |                                        |SILVER SPRING            |MONTGOMERY               |MD|20910|19820613|424|CORROSION             |                         |0|0|0|0|0|0|YES|YES|NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |36|SOIL|45|POLICE               |          |STEEL       |                         |EXTERNALLY|LOCALIZED PITTING|GALVANIC     |                         |6|1785|71|51|48|NO DATA                                         |                         
1760174|OTHER                               |2700|CONNECTICUT NATURAL GAS CORPOR                    |                                        |ROCKY HILL               |HARTFORD                 |CT|6067|19820614|1020|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|YES|NO |YES|0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|POLICE               |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1790122|DAMAGE BY OUTSIDE FORCES            |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |RIALTO                   |SAN BERNARDINO           |CA|92376|19820614|1308|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (UNPAVED)  |                         |41|    |40|AGENCY CAUSING DAMAGE|          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1730734|DAMAGE BY OUTSIDE FORCES            |3170|THE DAYTON POWER & LIGHT COMPA                    |                                        |OAKWOOD                  |MONTGOMERY               |OH|45419|19820615|830|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (UNPAVED)  |                         |36|SOIL|60|OPERATOR PERSONNEL   |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1730803|DAMAGE BY OUTSIDE FORCES            |13840|NORTHWEST NATURAL GAS COMPANY                     |                                        |SEASIDE                  |CLATSOP                  |OR|97138|19820615|835|OTHER                 |                         |0|0|0|0|0|0|YES|YES|YES|0|0|0|0|0|0|BELOW ROAD (UNPAVED)  |                         |30|ROCK|50|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1750726|DAMAGE BY OUTSIDE FORCES            |180|ALABAMA GAS CORP                                  |                                        |GADSDEN                  |ETOWAH                   |AL|35903|19820615|1014|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|CUSTOMER             |          |OTHER       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |WILLFUL                  
1780837|DAMAGE BY OUTSIDE FORCES            |12408|MICHIGAN CONSOLIDATED GAS CO                      |                                        |MUSKEGON                 |MUSKEGON                 |MI|49442|19820615|1220|OTHER                 |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |24|    |55|CUSTOMER             |          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |                         
1710573|CORROSION                           |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |LOS ANGELES              |                         |CA|90065|19820616|311|CORROSION             |                         |0|1|0|0|0|1|YES|NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |43|SOIL|50|CUSTOMER             |          |STEEL       |                         |EXTERNALLY|LOCALIZED PITTING|GALVANIC     |                         |8|1500|71|42|45|NO DATA                                         |                         
1710833|CORROSION                           |13360|NEW ORLEANS PUBLIC SERVICE INC                    |                                        |NEW ORLEANS              |ORLEANS                  |LA|70118|19820616|400|CORROSION             |                         |0|0|0|0|0|0|YES|YES|NO |0|0|0|0|0|0|BELOW GROUND          |                         |0|SOIL|60|CUSTOMER             |          |STEEL       |                         |EXTERNALLY|GENERAL CORROSION|GALVANIC     |                         |5|805|71|52|0|NO DATA                                         |                         
1730306|DAMAGE BY OUTSIDE FORCES            |22791|WISCONSIN PUBLIC SERVICE CORPO                    |                                        |RHINELANDER              |ONEIDA                   |WI|54501|19820616|800|OTHER                 |ELECTRIC                 |0|0|0|0|0|0|YES|NO |YES|0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|CUSTOMER             |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |WEATHER                  
1790792|DAMAGE BY OUTSIDE FORCES            |15007|PACIFIC GAS & ELECTRIC CO                         |                                        |OAKLAND                  |ALAMEDA                  |CA|94601|19820616|1350|OTHER                 |                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|NO DATA               |                         |0|ROCK|0|OTHER                |          |OTHER       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1800009|DAMAGE BY OUTSIDE FORCES            |12408|MICHIGAN CONSOLIDATED GAS CO                      |                                        |POSEN                    |PRESQUE ISLE             |MI|49776|19820616|1426|OTHER                 |HOUSE FIRE               |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |0|SOIL|35|POLICE               |          |COPPER      |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |FIRE                     
1760424|OTHER                               |2208|CENTRAL INDIANA GAS CO INC                        |                                        |MUNCIE                   |DELAWARE                 |IN|47302|19820617|1038|OTHER                 |                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|OTHER                |FIRE DEPT |OTHER       |NON-METAL                |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1740467|DAMAGE BY OUTSIDE FORCES            |11680|LONE STAR GAS CO                                  |                                        |FORT WORTH               |TARRANT                  |TX|0|19820618|905|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |48|SOIL|65|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1780321|DAMAGE BY OUTSIDE FORCES            |13730|NORTHERN INDIANA PUBLIC SERVICE CO                |                                        |CHURUBUSCO               |WHITLEY                  |IN|46723|19820618|1205|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|YES|NO |0|3|0|5|0|0|BELOW ROAD (PAVED)    |                         |36|    |0|POLICE               |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1710131|OTHER                               |13730|NORTHERN INDIANA PUBLIC SERVICE CO                |                                        |GARY                     |LAKE                     |IN|46410|19820619|200|OTHER                 |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |0|SOIL|0|CUSTOMER             |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1720719|DAMAGE BY OUTSIDE FORCES            |14210|OKLAHOMA NATURAL GAS COMPANY                      |                                        |OKLAHOMA CITY            |OKLAHOMA                 |OK|73105|19820619|700|BASE MATERIAL FRACTURE|                         |0|2|0|0|0|2|YES|YES|NO |0|0|0|0|0|0|BELOW GROUND          |                         |26|ROCK|60|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EARTH MOVEMENT                        |                         
1750086|DAMAGE BY OUTSIDE FORCES            |603|ARKANSAS LOUISIANA GAS CO (ARKLA)                 |                                        |BOSSIER CITY             |BOSSIER                  |LA|71010|19820619|944|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |48|SOIL|60|POLICE               |          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1790045|CONSTRUCTION DEFECT/MATERIAL FAILURE|11800|LOUISIANA GAS SERVICE CO                          |                                        |SLIDELL                  |ST TAMMANY               |LA|70458|19820619|1305|OTHER                 |                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |30|    |55|CUSTOMER             |          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1810398|DAMAGE BY OUTSIDE FORCES            |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |GARDEN GROVE             |ORANGE                   |CA|92644|19820620|1551|OTHER                 |TOP REMOVD               |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|OTHER                |FIRE DEPT.|OTHER       |ALUM                     |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |UNID.PERSN               
1730527|CORROSION                           |22182|WASHINGTON GAS LIGHT COMPANY                      |                                        |SILVER SPRING            |MONTGOMERY               |MD|20904|19820621|815|CORROSION             |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |36|SOIL|65|POLICE               |          |COPPER      |                         |EXTERNALLY|LOCALIZED PITTING|OTHER        |CHEMICAL                 |0|0|0|0|0|NO DATA                                         |                         
1730612|DAMAGE BY OUTSIDE FORCES            |22182|WASHINGTON GAS LIGHT COMPANY                      |                                        |ANNANDALE                |FAIRFAX                  |VA|22003|19820621|825|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |24|SOIL|75|POLICE               |          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |                         
1730745|CORROSION                           |11824|LOUISVILLE GAS & ELECTRIC CO.                     |                                        |LOUISVILLE               |JEFFERSON                |KY|40215|19820621|830|CORROSION             |                         |0|1|0|0|0|1|YES|YES|NO |0|0|0|0|0|0|BELOW GROUND          |                         |24|SOIL|55|POLICE               |          |STEEL       |                         |EXTERNALLY|GENERAL CORROSION|GALVANIC     |                         |7|500|73|52|53|NO DATA                                         |                         
1781084|CONSTRUCTION DEFECT/MATERIAL FAILURE|18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |CHINO                    |SAN BERNARDINO           |CA|91710|19820621|1243|OTHER                 |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|OTHER                |          |OTHER       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1791071|OTHER                               |12408|MICHIGAN CONSOLIDATED GAS CO                      |                                        |SPARTA                   |KENT                     |MI|49443|19820621|1400|NO DATA               |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (UNPAVED)  |                         |36|    |65|OPERATOR PERSONNEL   |          |NO DATA     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1820821|DAMAGE BY OUTSIDE FORCES            |13710|NORTHERN ILLINOIS GAS CO                          |NERGE & PLUM GROVE RD                   |ROSELLE                  |COOK                     |IL|60172|19820621|1757|OTHER                 |CAP BLEW                 |0|2|0|0|0|2|YES|NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |36|    |50|OPERATOR PERSONNEL   |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |                         
1840496|DAMAGE BY OUTSIDE FORCES            |12390|METROPOLITAN UTILITIES DISTRICT                   |2027 READ                               |OMAHA                    |DOUGLAS                  |NE|68112|19820621|2309|OTHER                 |THREADED JOINT           |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |   |OTHER                |FIRE DEPT |STEEL       |                         |NO DATA   |NO DATA          |             |                         |             |       |    |             |             |OTHER                                           |VANDALS                  
1710027|DAMAGE BY OUTSIDE FORCES            |12876|MOUNTAIN FUEL SUPPLY CO                           |                                        |EVANSTON                 |UINTA                    |WY|82930|19820622|140|OTHER                 |                         |0|3|0|0|0|3|YES|YES|NO |0|0|7|0|0|0|BELOW GROUND          |                         |24|SOIL|30|POLICE               |          |OTHER       |NON-METAL                |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |                         
1710337|DAMAGE BY OUTSIDE FORCES            |18104|SAN ANTONIO, CITY PUBLIC SERVICE BOARD OF         |                                        |SAN ANTONIO              |BEXAR                    |TX|78201|19820622|228|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|YES|YES|NO |0|0|0|0|0|0|BELOW GROUND          |                         |18|SOIL|60|OTHER                |FIRE DEPT |STEEL       |RET/ABAND                |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EARTH MOVEMENT                        |                         
1740121|CONSTRUCTION DEFECT/MATERIAL FAILURE|14210|OKLAHOMA NATURAL GAS COMPANY                      |                                        |STILLWATER               |PAYNE                    |OK|74074|19820623|850|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |36|SOIL|33|POLICE               |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1740212|DAMAGE BY OUTSIDE FORCES            |12876|MOUNTAIN FUEL SUPPLY CO                           |                                        |BOUNTIFUL                |DAVIS                    |UT|84010|19820623|859|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|WITHIN BUILDING       |                         |0|    |0|POLICE               |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |VEHICLE                  
1780233|DAMAGE BY OUTSIDE FORCES            |2600|COLUMBIA GAS OF PENNSYLVANIA                      |                                        |MONTGOMERY               |LYCOMING                 |PA|17236|19820623|1203|OTHER                 |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |24|    |26|AGENCY CAUSING DAMAGE|          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1780388|OTHER                               |2608|COLUMBIA GAS OF WEST VIRGINIA INC                 |                                        |BAYARD                   |GRANT                    |WV|26707|19820623|1205|OTHER                 |                         |0|0|0|0|0|0|YES|NO |YES|0|0|0|0|0|0|WITHIN BUILDING       |                         |0|    |0|CUSTOMER             |          |DUCTILE IRON|                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1790586|DAMAGE BY OUTSIDE FORCES            |18112|SAN DIEGO GAS & ELECTRIC COMPA                    |                                        |ESCONDIDO                |SAN DIEGO                |CA|92025|19820623|1333|OTHER                 |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |12|    |60|OTHER                |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1831342|DAMAGE BY OUTSIDE FORCES            |12408|MICHIGAN CONSOLIDATED GAS CO.                     |1895 E. GRAND BLVD.                     |DETROIT                  |WAYNE                    |MI|48211|19820623|2155|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|WITHIN BUILDING       |                         |0|    |   |OTHER                | FIRE DEPT|OTHER       | SOLDER                  |NO DATA   |NO DATA          |             |                         |             |       |    |             |             |OTHER                                           | APT. BLDG. FIRE         
1740228|DAMAGE BY OUTSIDE FORCES            |12408|MICHIGAN CONSOLIDATED GAS CO                      |                                        |HIGHLAND PARK            |WAYNE                    |MI|48203|19820624|855|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|WITHIN BUILDING       |                         |0|    |0|OTHER                |FIRE DEPT |OTHER       |RET/ABAND                |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |                         
1750672|DAMAGE BY OUTSIDE FORCES            |2700|CONNECTICUT NATURAL GAS CORPOR                    |                                        |GREENWICH                |FAIRFIELD                |CT|6830|19820624|1005|BASE MATERIAL FRACTURE|                         |0|2|0|0|0|2|YES|YES|YES|0|0|6|0|1|0|BELOW GROUND          |                         |25|SOIL|58|OTHER                |FIRE DEPT |STEEL       |RET/ABAND                |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1770053|CONSTRUCTION DEFECT/MATERIAL FAILURE|22763|WISCONSIN GAS COMPANY                             |                                        |WAUPACA                  |WAUPACA                  |WI|54961|19820624|1100|OTHER                 |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |30|SOIL|30|CUSTOMER             |          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1770520|CONSTRUCTION DEFECT/MATERIAL FAILURE|2596|COLUMBIA GAS OF OHIO INC                          |                                        |MANSFIELD                |RICHLAND                 |OH|44901|19820624|1115|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|BELOW OTHER PAVED AREA|                         |18|SOIL|32|OTHER                |FIRE DEPT |STEEL       |SPLIT SLV                |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1770756|CORROSION                           |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |OILDALE                  |KERN                     |CA|93308|19820624|1135|CORROSION             |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |0|SOIL|70|OPERATOR PERSONNEL   |          |STEEL       |                         |EXTERNALLY|LOCALIZED PITTING|GALVANIC     |                         |8|20000|77|102|102|NO DATA                                         |                         
1800605|DAMAGE BY OUTSIDE FORCES            |15602|PIONEER NATURAL GAS CO.                           |                                        |                         |BEXAR                    |TX|79072|19820624|1455|OTHER                 |CUT                      |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |0|SOIL|70|AGENCY CAUSING DAMAGE|          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1820791|DAMAGE BY OUTSIDE FORCES            |12342|MEMPHIS LIGHT GAS & WATER DIVISION                |6001 AIRLINE RD.                        |ARLINGTON                |SHELBY                   |TN|38002|19820624|1820|OTHER                 |                         |0|0|0|0|0|0|NO |NO |YES|0|0|0|0|0|0|NO DATA               |                         |0|    |0|OTHER                |PHONE CO. |OTHER       |ALUMINUM                 |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1720581|DAMAGE BY OUTSIDE FORCES            |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |LOS ANGELES              |LOS ANGELES              |CA|90043|19820625|624|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |30|SOIL|0|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
